Date,Return
8/2/95,-0.129220168
8/3/95,0.018275459
8/4/95,0.040783932
8/7/95,0.205209217
8/8/95,0.074347256
8/9/95,-0.106527388
8/10/95,-0.377448929
8/11/95,-0.401410589
8/14/95,0.842826155
8/15/95,-0.194917129
8/16/95,0.275387579
8/17/95,-0.161133721
8/18/95,0.042102256
8/21/95,-0.193597961
8/22/95,0.257227313
8/23/95,-0.410783142
8/24/95,0.060533404
8/25/95,0.47554116
8/28/95,-0.186237759
8/29/95,0.183776828
8/30/95,0.19743926
8/31/95,0.178889935
9/1/95,0.351555478
9/5/95,0.961990539
9/6/95,0.195519921
9/7/95,0.027486258
9/8/95,0.420398552
9/11/95,0.218892932
9/12/95,0.454585019
9/13/95,0.440293805
9/14/95,0.838848497
9/15/95,-0.044279293
9/18/95,-0.064428577
9/19/95,0.247149362
9/20/95,0.444830222
9/21/95,-0.637618143
9/22/95,-0.217484023
9/25/95,0.013450878
9/26/95,-0.068608616
9/27/95,-0.014805951
9/28/95,0.833401067
9/29/95,-0.248352452
10/2/95,-0.457786147
10/3/95,0.110259796
10/4/95,-0.132979306
10/5/95,0.234033336
10/6/95,-0.014758864
10/9/95,-0.707272497
10/10/95,-0.147332796
10/11/95,0.350595871
10/12/95,0.63128832
10/13/95,0.241278646
10/16/95,-0.252736485
10/17/95,0.64349028
10/18/95,0.130545206
10/19/95,0.548083021
10/20/95,-0.538481789
10/23/95,-0.40704453
10/24/95,0.252439558
10/25/95,-0.687463704
10/26/95,-0.981984636
10/27/95,0.527023761
10/30/95,0.623989892
10/31/95,-0.298672835
11/1/95,0.484952429
11/2/95,0.966561931
11/3/95,0.149621976
11/6/95,-0.347714084
11/7/95,-0.359535256
11/8/95,0.941366753
11/9/95,0.291521181
11/10/95,-0.085494733
11/13/95,-0.052650266
11/14/95,-0.496538729
11/15/95,0.818011235
11/16/95,0.576367075
11/17/95,0.45818983
11/20/95,-0.521071373
11/21/95,0.579967868
11/22/95,-0.30389961
11/24/95,0.264443773
11/27/95,0.226063869
11/28/95,0.864625833
11/29/95,0.24161471
11/30/95,-0.373083037
12/1/95,0.267674338
12/4/95,1.11017952
12/5/95,0.661338167
12/6/95,0.428741498
12/7/95,-0.64288434
12/8/95,0.21357556
12/11/95,0.334185612
12/12/95,-0.119403742
12/13/95,0.513416348
12/14/95,-0.75992888
12/15/95,-0.093351751
12/18/95,-1.537974849
12/19/95,0.843832903
12/20/95,-0.974117662
12/21/95,0.755114999
12/22/95,0.24216628
12/26/95,0.382723958
12/27/95,0.091203326
12/28/95,-0.064541887
12/29/95,0.297582088
1/2/96,0.780262761
1/3/96,0.112753881
1/4/96,-0.581893086
1/5/96,-0.159849843
1/8/96,0.312655189
1/9/96,-1.447820745
1/10/96,-1.79172471
1/11/96,0.708992495
1/12/96,-0.14699047
1/15/96,-0.330565451
1/16/96,1.438062896
1/17/96,-0.332065864
1/18/96,0.317795535
1/19/96,0.591429283
1/22/96,0.256516997
1/23/96,-0.09880038
1/24/96,1.175324493
1/25/96,-0.472439385
1/26/96,0.744130621
1/29/96,0.439930883
1/30/96,0.953147984
1/31/96,0.947850023
2/1/96,0.402928938
2/2/96,-0.404963766
2/5/96,0.886480489
2/6/96,0.766132693
2/7/96,0.57413628
2/8/96,0.967345969
2/9/96,0.050860262
2/12/96,0.78025891
2/13/96,-0.116132067
2/14/96,-0.732840483
2/15/96,-0.631769209
2/16/96,-0.500060945
2/20/96,-1.129592182
2/21/96,1.180015961
2/22/96,1.6650498
2/23/96,0.035295495
2/26/96,-1.306703511
2/27/96,-0.483839859
2/28/96,-0.354468183
2/29/96,-0.662173916
3/1/96,0.61820066
3/4/96,1.015992771
3/5/96,0.774855539
3/6/96,-0.548030278
3/7/96,0.260089065
3/8/96,-3.082173786
3/11/96,1.033992346
3/12/96,-0.457270778
3/13/96,0.275866177
3/14/96,0.364787666
3/15/96,0.090563301
3/18/96,1.754129277
3/19/96,-0.144649412
3/20/96,-0.261208601
3/21/96,-0.115477248
3/22/96,0.22049175
3/25/96,-0.089190151
3/26/96,0.451107289
3/27/96,-0.591273075
3/28/96,0.0059584
3/29/96,-0.530394756
4/1/96,1.276139734
4/2/96,0.254373399
4/3/96,0.096773119
4/4/96,0.004720634
4/8/96,-1.737783169
4/9/96,-0.315541542
4/10/96,-1.350444326
4/11/96,-0.356260586
4/12/96,0.876695591
4/15/96,0.906711351
4/16/96,0.390939811
4/17/96,-0.511636861
4/18/96,0.314338621
4/19/96,0.226914354
4/22/96,0.437228113
4/23/96,0.571282813
4/24/96,-0.212271331
4/25/96,0.415943706
4/26/96,0.102962859
4/29/96,0.111133795
4/30/96,0.009442469
5/1/96,0.075575842
5/2/96,-1.695594658
5/3/96,-0.267666124
5/6/96,-0.11795087
5/7/96,-0.395219735
5/8/96,1.046420278
5/9/96,0.130491088
5/10/96,1.040210918
5/13/96,1.463783461
5/14/96,0.635614502
5/15/96,-0.01159325
5/16/96,-0.075332702
5/17/96,0.651865695
5/20/96,0.643036892
5/21/96,-0.05611228
5/22/96,0.854674022
5/23/96,-0.354420148
5/24/96,0.372783547
5/28/96,-0.92451841
5/29/96,-0.614451687
5/30/96,0.581339147
5/31/96,-0.379586927
6/3/96,-0.21411378
6/4/96,0.736015698
6/5/96,0.902418067
6/6/96,-0.779722365
6/7/96,0.043467893
6/10/96,-0.166929001
6/11/96,-0.176379386
6/12/96,-0.243230388
6/13/96,-0.161011528
6/14/96,-0.308726494
6/17/96,-0.100530966
6/18/96,-0.463836867
6/19/96,-0.013944591
6/20/96,0.024402719
6/21/96,0.718094504
6/24/96,0.302264109
6/25/96,-0.055207556
6/26/96,-0.581173172
6/27/96,0.627399982
6/28/96,0.311747617
7/1/96,0.798151503
7/2/96,-0.316275765
7/3/96,-0.178043232
7/5/96,-2.222654481
7/8/96,-0.715629858
7/9/96,0.34861931
7/10/96,0.204217098
7/11/96,-1.573022323
7/12/96,0.079727608
7/15/96,-2.536238183
7/16/96,-0.226916116
7/17/96,0.917072209
7/18/96,1.504868765
7/19/96,-0.749632114
7/22/96,-0.776949201
7/23/96,-1.087269212
7/24/96,-0.031862675
7/25/96,0.722011456
7/26/96,0.748487842
7/29/96,-0.77070886
7/30/96,0.693913303
7/31/96,0.767711842
8/1/96,1.594524202
8/2/96,1.923778312
8/5/96,-0.332537252
8/6/96,0.328999174
8/7/96,0.28272832
8/8/96,-0.233404195
8/9/96,-0.04979987
8/12/96,0.559671029
8/13/96,-0.808907147
8/14/96,0.295064936
8/15/96,0.040543575
8/16/96,0.45385406
8/19/96,0.209767642
8/20/96,-0.124218412
8/21/96,-0.080612182
8/22/96,0.845946863
8/23/96,-0.540563073
8/26/96,-0.472267071
8/27/96,0.380986188
8/28/96,-0.212770545
8/29/96,-1.097256755
8/30/96,-0.82041466
9/3/96,0.419477711
9/4/96,0.176685816
9/5/96,-0.933257512
9/6/96,0.969164743
9/9/96,1.2342804
9/10/96,0.019607239
9/11/96,0.542031932
9/12/96,0.612521766
9/13/96,1.398843831
9/16/96,0.532930459
9/17/96,-0.150976899
9/18/96,-0.211692858
9/19/96,0.230097881
9/20/96,0.59016755
9/23/96,-0.07681711
9/24/96,-0.127014096
9/25/96,0.035698733
9/26/96,0.035686105
9/27/96,0.050165766
9/30/96,0.16378507
10/1/96,0.258073915
10/2/96,0.731177219
10/3/96,-0.1762321
10/4/96,1.255676351
10/7/96,0.272432063
10/8/96,-0.360800958
10/9/96,-0.54208279
10/10/96,-0.2971939
10/11/96,0.871138659
10/14/96,0.411082886
10/15/96,-0.136824568
10/16/96,0.26968322
10/17/96,0.374159551
10/18/96,0.543474792
10/21/96,-0.136474023
10/22/96,-0.462729088
10/23/96,0.102706331
10/24/96,-0.703077992
10/25/96,-0.194685566
10/28/96,-0.523085337
10/29/96,0.620046766
10/30/96,-0.058789753
10/31/96,0.632931851
11/1/96,-0.200272471
11/4/96,0.430631202
11/5/96,1.048734388
11/6/96,1.483549803
11/7/96,0.442353326
11/8/96,0.444597196
11/11/96,0.144064165
11/12/96,-0.304390025
11/13/96,0.241538109
11/14/96,0.658196379
11/15/96,0.243529676
11/18/96,-0.073399423
11/19/96,0.699337902
11/20/96,0.258884718
11/21/96,-0.158824896
11/22/96,0.806681937
11/25/96,1.113803661
11/26/96,-0.118811977
11/27/96,-0.109877722
11/29/96,0.271473318
12/2/96,-0.058376476
12/3/96,-1.092646123
12/4/96,-0.398109648
12/5/96,-0.084847993
12/6/96,-0.634324508
12/9/96,1.381779707
12/10/96,-0.302649826
12/11/96,-0.896454723
12/12/96,-1.511019413
12/13/96,-0.092888794
12/16/96,-1.047785335
12/17/96,0.702049675
12/18/96,0.763195366
12/19/96,1.947649978
12/20/96,0.419437582
12/23/96,-0.260164943
12/24/96,0.554293433
12/26/96,0.637366424
12/27/96,0.170164228
12/30/96,-0.385984429
12/31/96,-1.726519998
1/2/97,-0.498001425
1/3/97,1.497343809
1/6/97,-0.048800378
1/7/97,0.752732521
1/8/97,-0.613839363
1/9/97,0.862453352
1/10/97,0.616381967
1/13/97,0.007007637
1/14/97,1.232133342
1/15/97,-0.214560552
1/16/97,0.334912615
1/17/97,0.838440766
1/20/97,0.068549391
1/21/97,0.775108699
1/22/97,0.456446298
1/23/97,-1.101112095
1/24/97,-0.90614258
1/27/97,-0.713191615
1/28/97,0.007943806
1/29/97,0.996426509
1/30/97,1.523660518
1/31/97,0.253845969
2/3/97,0.082143921
2/4/97,0.329284187
2/5/97,-1.374401251
2/6/97,0.271296459
2/7/97,1.207789197
2/10/97,-0.519277997
2/11/97,0.529717446
2/12/97,1.697134123
2/13/97,1.138387242
2/14/97,-0.408532905
2/18/97,0.986556628
2/19/97,-0.455457441
2/20/97,-1.187772427
2/21/97,-0.126626919
2/24/97,1.062579827
2/25/97,0.225639607
2/26/97,-0.772538066
2/27/97,-1.299146725
2/28/97,-0.532231786
3/3/97,0.568639127
3/4/97,-0.533008624
3/5/97,1.429273272
3/6/97,-0.415842085
3/7/97,0.803842972
3/10/97,1.07986203
3/11/97,-0.282220293
3/12/97,-0.849980397
3/13/97,-1.807808105
3/14/97,0.457634915
3/17/97,0.324711735
3/18/97,-0.758690713
3/19/97,-0.491117283
3/20/97,-0.391368605
3/21/97,0.185809517
3/24/97,0.868379915
3/25/97,-0.221217046
3/26/97,0.205387558
3/27/97,-2.10136598
3/31/97,-2.166045226
4/1/97,0.3330017
4/2/97,-1.235886876
4/3/97,0.028259211
4/4/97,1.012901179
4/7/97,0.559298477
4/8/97,0.552217027
4/9/97,-0.714135597
4/10/97,-0.294476812
4/11/97,-2.721954241
4/14/97,0.824663875
4/15/97,1.477143003
4/16/97,1.174934436
4/17/97,-0.226905736
4/18/97,0.599840907
4/21/97,-0.778893178
4/22/97,1.872488427
4/23/97,-0.12013292
4/24/97,-0.316816769
4/25/97,-0.753361491
4/28/97,1.005187349
4/29/97,2.733090013
4/30/97,0.938226911
5/1/97,-0.336882718
5/2/97,1.80848711
5/5/97,2.130710213
5/6/97,-0.290497018
5/7/97,-1.452112216
5/8/97,0.571792013
5/9/97,0.5777648
5/12/97,1.565746471
5/13/97,-0.523185267
5/14/97,0.363627369
5/15/97,0.729130704
5/16/97,-1.422598821
5/19/97,0.425846588
5/20/97,1.014782405
5/21/97,-0.26371125
5/22/97,-0.437072617
5/23/97,1.36214895
5/27/97,0.317239689
5/28/97,-0.277155517
5/29/97,-0.354532432
5/30/97,0.500614688
6/2/97,-0.225047594
6/3/97,-0.102515139
6/4/97,-0.611321127
6/5/97,0.407657359
6/6/97,1.733991696
6/9/97,0.574007931
6/10/97,0.275315731
6/11/97,0.515114769
6/12/97,1.621567072
6/13/97,1.108446009
6/16/97,0.074268291
6/17/97,0.058184653
6/18/97,-0.595037141
6/19/97,1.007283698
6/20/97,0.07974137
6/23/97,-2.232771524
6/24/97,2.016953218
6/25/97,-0.816560087
6/26/97,-0.575709989
6/27/97,0.411037239
6/30/97,-0.242896524
7/1/97,0.679384315
7/2/97,1.472220232
7/3/97,1.427524233
7/7/97,-0.513511521
7/8/97,0.739966727
7/9/97,-1.214928978
7/10/97,0.69045195
7/11/97,0.331323985
7/14/97,0.185651508
7/15/97,0.803546096
7/16/97,1.176180309
7/17/97,-0.528994909
7/18/97,-1.749807925
7/21/97,-0.257480071
7/22/97,2.304325031
7/23/97,0.278939986
7/24/97,0.400352191
7/25/97,-0.160945006
7/28/97,-0.249423357
7/29/97,0.635172697
7/30/97,1.082556496
7/31/97,0.224475628
8/1/97,-0.746033882
8/4/97,0.335303245
8/5/97,0.219343913
8/6/97,0.843095211
8/7/97,-0.944176219
8/8/97,-1.854924214
8/11/97,0.3965379
8/12/97,-1.111859281
8/13/97,-0.464351143
8/14/97,0.301775799
8/15/97,-2.586604142
8/18/97,1.30969909
8/19/97,1.483092677
8/20/97,1.45572959
8/21/97,-1.520474406
8/22/97,-0.160894193
8/25/97,-0.367076336
8/26/97,-0.774432248
8/27/97,0.088911611
8/28/97,-1.082478886
8/29/97,-0.461519486
9/2/97,3.126952213
9/3/97,0.056711872
9/4/97,0.326281146
9/5/97,-0.189650969
9/8/97,0.237711561
9/9/97,0.260532682
9/10/97,-1.559949328
9/11/97,-0.669331657
9/12/97,1.243200696
9/15/97,-0.427462367
9/16/97,2.812461087
9/17/97,-0.272277338
9/18/97,0.459290436
9/19/97,0.341500071
9/22/97,0.519591906
9/23/97,-0.366071894
9/24/97,-0.77979127
9/25/97,-0.695327387
9/26/97,0.811428384
9/29/97,0.861252722
9/30/97,-0.635896549
10/1/97,0.867281594
10/2/97,0.533175157
10/3/97,0.478012557
10/6/97,0.793672413
10/7/97,1.077406118
10/8/97,-0.917138732
10/9/97,-0.328051421
10/10/97,-0.369298721
10/13/97,0.115544299
10/14/97,0.225394602
10/15/97,-0.468332092
10/16/97,-1.083948889
10/17/97,-1.15862923
10/20/97,1.213499999
10/21/97,1.74508914
10/22/97,-0.383293703
10/23/97,-1.837098243
10/24/97,-0.951903515
10/27/97,-6.86514883
10/28/97,5.11503749
10/29/97,-0.268401404
10/30/97,-1.666090301
10/31/97,1.211652487
11/3/97,2.667972498
11/4/97,0.189151695
11/5/97,0.22703975
11/6/97,-0.493576653
11/7/97,-1.099868233
11/10/97,-0.679204679
11/11/97,0.287847266
11/12/97,-1.906222247
11/13/97,1.188607036
11/14/97,1.280840927
11/17/97,1.925993234
11/18/97,-0.830853953
11/19/97,0.693386921
11/20/97,1.524623856
11/21/97,0.429288416
11/24/97,-1.702034134
11/25/97,0.449872376
11/26/97,0.106257164
11/28/97,0.397856567
12/1/97,2.030709826
12/2/97,-0.316236715
12/3/97,0.549781726
12/4/97,-0.37217317
12/5/97,1.099175177
12/8/97,-0.137617691
12/9/97,-0.670737603
12/10/97,-0.607058068
12/11/97,-1.505314801
12/12/97,-0.161282868
12/15/97,1.050850453
12/16/97,0.482707031
12/17/97,-0.251780915
12/18/97,-1.05534601
12/19/97,-0.891314187
12/22/97,0.73273028
12/23/97,-1.525347831
12/24/97,-0.682146775
12/26/97,0.403930194
12/29/97,1.837500242
12/30/97,1.844311137
12/31/97,-0.040021858
1/2/98,0.478903409
1/5/98,0.209954478
1/6/98,-1.068985585
1/7/98,-0.242697085
1/8/98,-0.820517233
1/9/98,-2.966241815
1/12/98,1.242255317
1/13/98,1.37889081
1/14/98,0.614961999
1/15/98,-0.749193917
1/16/98,1.133457959
1/20/98,1.778601235
1/21/98,-0.789824529
1/22/98,-0.799943261
1/23/98,-0.564483414
1/26/98,-0.067060588
1/27/98,1.260975975
1/28/98,0.894668139
1/29/98,0.828678809
1/30/98,-0.527973338
2/2/98,2.142112433
2/3/98,0.477143803
2/4/98,0.103138191
2/5/98,-0.32169097
2/6/98,0.906470312
2/9/98,-0.16286118
2/10/98,0.81933759
2/11/98,0.120072777
2/12/98,0.414631481
2/13/98,-0.39252628
2/17/98,0.266127635
2/18/98,0.93553027
2/19/98,-0.364824672
2/20/98,0.577882187
2/23/98,0.382070336
2/24/98,-0.730356512
2/25/98,1.211757267
2/26/98,0.565381389
2/27/98,0.067527136
3/2/98,-0.154133388
3/3/98,0.413312591
3/4/98,-0.423649336
3/5/98,-1.158971393
3/6/98,2.003207123
3/9/98,-0.318962676
3/10/98,1.136222338
3/11/98,0.41508676
3/12/98,0.15126038
3/13/98,-0.121107656
3/16/98,0.999307737
3/17/98,0.109021275
3/18/98,0.4741855
3/19/98,0.392372759
3/20/98,0.865045945
3/23/98,-0.326525255
3/24/98,0.922286894
3/25/98,-0.334704419
3/26/98,-0.102699216
3/27/98,-0.469421193
3/30/98,-0.171256279
3/31/98,0.750868242
4/1/98,0.587834527
4/2/98,1.074090853
4/3/98,0.241246047
4/6/98,-0.116678627
4/7/98,-1.024855525
4/8/98,-0.709530825
4/9/98,0.819972083
4/13/98,-0.08240902
4/14/98,0.545778623
4/15/98,0.320758215
4/16/98,-0.99442188
4/17/98,1.313921324
4/20/98,0.082835766
4/21/98,0.269486444
4/22/98,0.349331992
4/23/98,-0.968002596
4/24/98,-1.043256583
4/27/98,-1.927865227
4/28/98,-0.121192742
4/29/98,0.893931034
4/30/98,1.570897266
5/1/98,0.832164298
5/4/98,0.09553741
5/5/98,-0.5832598
5/6/98,-0.924684845
5/7/98,-0.882847467
5/8/98,1.188067743
5/11/98,-0.085880322
5/12/98,0.831319192
5/13/98,0.29435955
5/14/98,-0.130808167
5/15/98,-0.769271077
5/18/98,-0.251263022
5/19/98,0.335188864
5/20/98,0.873672721
5/21/98,-0.394886411
5/22/98,-0.373807824
5/26/98,-1.480071621
5/27/98,-0.150713
5/28/98,0.505837696
5/29/98,-0.614909748
6/1/98,0.018378835
6/2/98,0.205518972
6/3/98,-0.93718938
6/4/98,1.118129775
6/5/98,1.741711074
6/8/98,0.172586155
6/9/98,0.243471496
6/10/98,-0.542829044
6/11/98,-1.565301818
6/12/98,0.39111089
6/15/98,-1.985742227
6/16/98,0.982331124
6/17/98,1.798882223
6/18/98,-0.062324294
6/19/98,-0.516307515
6/22/98,0.233880696
6/23/98,1.476004026
6/24/98,1.200084068
6/25/98,-0.318240668
6/26/98,0.363920805
6/29/98,0.467976455
6/30/98,-0.399998369
7/1/98,1.301616558
7/2/98,-0.185954336
7/6/98,0.96642975
7/7/98,-0.229362333
7/8/98,1.040292246
7/9/98,-0.669224146
7/10/98,0.498420698
7/13/98,0.077677804
7/14/98,1.064932244
7/15/98,-0.234794067
7/16/98,0.783628684
7/17/98,0.232882446
7/20/98,-0.222345923
7/21/98,-1.606868376
7/22/98,-0.077613705
7/23/98,-2.088974418
7/24/98,0.091690448
7/27/98,0.567815798
7/28/98,-1.484523694
7/29/98,-0.425575908
7/30/98,1.591046032
7/31/98,-1.949234915
8/3/98,-0.731192012
8/4/98,-3.621639524
8/5/98,0.882425442
8/6/98,0.767161945
8/7/98,-0.016313421
8/10/98,-0.573129961
8/11/98,-1.288246889
8/12/98,1.44498765
8/13/98,-0.856276827
8/14/98,-1.126094054
8/17/98,1.971332135
8/18/98,1.627862661
8/19/98,-0.278945635
8/20/98,-0.582383905
8/21/98,-0.947176293
8/24/98,0.638630912
8/25/98,0.432569706
8/26/98,-0.78420982
8/27/98,-3.827834815
8/28/98,-1.467723551
8/31/98,-6.799684626
9/1/98,3.867371209
9/2/98,-0.357153311
9/3/98,-0.826655083
9/4/98,-0.847838401
9/8/98,5.096405859
9/9/98,-1.680733659
9/10/98,-2.58330686
9/11/98,2.975454029
9/14/98,2.067481887
9/15/98,0.773049711
9/16/98,0.758581239
9/17/98,-2.538538577
9/18/98,0.120398637
9/21/98,0.374548599
9/22/98,0.560805692
9/23/98,3.544155085
9/24/98,-2.191784222
9/25/98,0.194891706
9/28/98,0.408823576
9/29/98,0.03311517
9/30/98,-3.04568877
10/1/98,-3.009177349
10/2/98,1.648995046
10/5/98,-1.400492856
10/6/98,-0.396007757
10/7/98,-1.383268827
10/8/98,-1.155463054
10/9/98,2.60035404
10/12/98,1.353107886
10/13/98,-0.285656156
10/14/98,1.080586951
10/15/98,4.173373071
10/16/98,0.853531093
10/19/98,0.564668587
10/20/98,0.145237387
10/21/98,0.569713425
10/22/98,0.802456676
10/23/98,-0.722831252
10/26/98,0.15375256
10/27/98,-0.650554327
10/28/98,0.277171461
10/29/98,1.683307577
10/30/98,1.173625655
11/2/98,1.177476166
11/3/98,-0.065731022
11/4/98,0.719453564
11/5/98,1.36529708
11/6/98,0.640919748
11/9/98,-0.931655296
11/10/98,-0.15467013
11/11/98,-0.645785709
11/12/98,-0.282231973
11/13/98,0.723071813
11/16/98,0.903907707
11/17/98,0.305090585
11/18/98,0.465313011
11/19/98,0.716309961
11/20/98,0.949778373
11/23/98,2.120540248
11/24/98,-0.432423265
11/25/98,0.337101075
11/27/98,0.476309826
11/30/98,-2.406127024
12/1/98,1.003785563
12/2/98,-0.319773713
12/3/98,-1.79963049
12/4/98,2.313022702
12/7/98,0.933469846
12/8/98,-0.526623126
12/9/98,0.186452064
12/10/98,-1.557872704
12/11/98,0.143522269
12/14/98,-2.164884467
12/15/98,1.896582727
12/16/98,-0.072831565
12/17/98,1.559062285
12/18/98,0.682700032
12/21/98,1.248909116
12/22/98,0.062434007
12/23/98,2.075153551
12/24/98,-0.182801858
12/28/98,-0.063642621
12/29/98,1.360258941
12/30/98,-0.792516717
12/31/98,-0.218086345
1/4/99,-0.089220423
1/5/99,1.362283924
1/6/99,2.236804494
1/7/99,-0.198946323
1/8/99,0.422454216
1/11/99,-0.8794419
1/12/99,-1.928170749
1/13/99,-0.406036331
1/14/99,-1.797669134
1/15/99,2.564382781
1/19/99,0.703626148
1/20/99,0.374917298
1/21/99,-1.707164879
1/22/99,-0.80646832
1/25/99,0.717546694
1/26/99,1.485688322
1/27/99,-0.715522536
1/28/99,1.796363828
1/29/99,1.127620008
2/1/99,-0.519007907
2/2/99,-0.860870026
2/3/99,0.81181016
2/4/99,-1.845831558
2/5/99,-0.72619148
2/8/99,0.369017974
2/9/99,-2.220124005
2/10/99,0.628689009
2/11/99,2.499638638
2/12/99,-1.903588571
2/16/99,0.95472973
2/17/99,-1.42446788
2/18/99,1.090240107
2/19/99,0.156785327
2/22/99,2.658790293
2/23/99,-0.073348488
2/24/99,-1.388400296
2/25/99,-0.656499171
2/26/99,-0.534563126
3/1/99,-0.172623488
3/2/99,-0.861033605
3/3/99,0.201993263
3/4/99,1.556463335
3/5/99,2.314228087
3/8/99,0.575112387
3/9/99,-0.224955005
3/10/99,0.553035384
3/11/99,0.866070689
3/12/99,-0.237003947
3/15/99,0.979737949
3/16/99,-0.0662572
3/17/99,-0.650055411
3/18/99,1.446609155
3/19/99,-1.310589532
3/22/99,-0.173975398
3/23/99,-2.687776543
3/24/99,0.512277059
3/25/99,1.688103745
3/26/99,-0.557533722
3/29/99,2.148233648
3/30/99,-0.711843237
3/31/99,-1.104478115
4/1/99,0.576091753
4/5/99,2.11874167
4/6/99,-0.240470375
4/7/99,0.703096587
4/8/99,1.291895132
4/9/99,0.325271681
4/12/99,0.764289105
4/13/99,-0.645123878
4/14/99,-1.581720529
4/15/99,-0.420141713
4/16/99,-0.291626555
4/19/99,-2.236969229
4/20/99,1.293944384
4/21/99,2.298789704
4/22/99,1.7004402
4/23/99,-0.144637534
4/26/99,0.235110901
4/27/99,0.202747324
4/28/99,-0.864777169
4/29/99,-0.580275003
4/30/99,-0.568925643
5/3/99,1.456255812
5/4/99,-1.669163518
5/5/99,1.171842455
5/6/99,-1.12562791
5/7/99,0.972275838
5/10/99,-0.321516725
5/11/99,1.148067944
5/12/99,0.638319755
5/13/99,0.263163428
5/14/99,-2.17261706
5/17/99,0.129221486
5/18/99,-0.454431844
5/19/99,0.822363221
5/20/99,-0.396653854
5/21/99,-0.636744875
5/24/99,-1.776582291
5/25/99,-1.70109833
5/26/99,1.599389116
5/27/99,-1.776255197
5/28/99,1.594686059
6/1/99,-0.57926591
6/2/99,0.063355299
6/3/99,0.366324076
6/4/99,2.172465162
6/7/99,0.513793952
6/8/99,-1.284493608
6/9/99,0.106676816
6/10/99,-1.198813265
6/11/99,-0.682505935
6/14/99,0.02941223
6/15/99,0.554118926
6/16/99,2.251514842
6/17/99,0.717659856
6/18/99,0.220045817
6/21/99,0.460374076
6/22/99,-0.972382546
6/23/99,-0.209745674
6/24/99,-1.296256355
6/25/99,-0.035585054
6/28/99,1.233650827
6/29/99,1.510914324
6/30/99,1.579899412
7/1/99,0.605824594
7/2/99,0.743056951
7/6/99,-0.21186375
